epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,56.1915,0.83695,0.79831,1.02284,0.89108,0.96003,0.98149,0.78184,0.95358,0.71493,1.05986,0.000924019,0.000924019,0.000924019
19,59.0362,0.80333,0.77201,0.99194,0.97647,0.99244,0.99303,0.84759,0.72549,0.56262,0.9828,0.00091302,0.00091302,0.00091302
20,61.9184,0.737,0.70616,0.98172,0.99087,0.99511,0.99302,0.84278,0.80312,0.56205,1.03001,0.000902021,0.000902021,0.000902021
21,64.7556,0.77154,0.72785,0.98873,0.98066,0.99082,0.99304,0.85171,0.77629,0.53114,0.99307,0.000891022,0.000891022,0.000891022
22,67.7289,0.72251,0.6611,0.97448,0.97973,0.99366,0.99312,0.83904,0.78238,0.53696,1.00985,0.000880023,0.000880023,0.000880023
23,70.5612,0.73408,0.65957,0.98311,0.96134,0.99296,0.99311,0.84837,0.7227,0.51538,0.96281,0.000869024,0.000869024,0.000869024
24,73.4155,0.73292,0.64497,0.96283,0.98226,0.99395,0.99337,0.82842,0.80616,0.5832,1.01708,0.000858025,0.000858025,0.000858025
25,76.242,0.77036,0.7052,0.98325,0.98301,0.99672,0.99322,0.80927,0.86656,0.54536,1.07249,0.000847026,0.000847026,0.000847026
26,79.1184,0.71611,0.64893,0.97273,0.95126,0.95914,0.99246,0.83318,0.77511,0.53087,0.97895,0.000836027,0.000836027,0.000836027
27,81.9431,0.74141,0.62238,0.98023,0.97579,0.98553,0.99311,0.8337,0.76455,0.54673,0.95376,0.000825029,0.000825029,0.000825029
28,84.8148,0.75524,0.61324,0.97566,0.98593,0.99672,0.99316,0.8289,0.76702,0.50484,0.96611,0.00081403,0.00081403,0.00081403
29,87.6382,0.69933,0.59975,0.96037,0.96495,0.98055,0.99319,0.8546,0.7788,0.49972,0.95099,0.000803031,0.000803031,0.000803031
30,90.5006,0.70286,0.57847,0.9494,0.98749,0.99302,0.99326,0.86958,0.73148,0.47363,0.93287,0.000792032,0.000792032,0.000792032
31,93.4724,0.75658,0.58973,0.96981,0.97704,0.99672,0.99337,0.87312,0.7129,0.44741,0.951,0.000781033,0.000781033,0.000781033
32,96.3448,0.71281,0.5932,0.95633,0.96992,0.99454,0.99339,0.86202,0.73317,0.4594,0.96808,0.000770034,0.000770034,0.000770034
33,99.1794,0.71408,0.57776,0.96242,0.95785,0.99672,0.99341,0.86009,0.80938,0.49882,0.96925,0.000759035,0.000759035,0.000759035
34,102.034,0.67815,0.53556,0.94363,0.97809,0.99598,0.99346,0.85811,0.79209,0.45577,0.9515,0.000748036,0.000748036,0.000748036
35,104.862,0.70925,0.55817,0.95618,0.96984,0.99672,0.9933,0.87069,0.68115,0.43697,0.94015,0.000737037,0.000737037,0.000737037
36,107.704,0.72149,0.56731,0.96147,0.95976,0.9779,0.99331,0.85031,0.76804,0.47409,0.96512,0.000726038,0.000726038,0.000726038
37,110.554,0.69808,0.53448,0.96039,0.98877,0.99672,0.99337,0.84247,0.82117,0.46364,0.97609,0.00071504,0.00071504,0.00071504
38,113.416,0.69772,0.54201,0.96311,0.98773,0.99672,0.99348,0.8753,0.68999,0.42744,0.92821,0.000704041,0.000704041,0.000704041
39,116.248,0.67246,0.515,0.93788,0.98334,0.99672,0.99374,0.85302,0.77642,0.4268,0.93192,0.000693042,0.000693042,0.000693042
40,119.249,0.69373,0.51201,0.95325,0.98461,0.99334,0.99359,0.86783,0.73816,0.42391,0.91901,0.000682043,0.000682043,0.000682043
41,122.528,0.68445,0.51767,0.93821,0.98535,0.99672,0.9934,0.87304,0.64435,0.38671,0.90971,0.000671044,0.000671044,0.000671044
42,125.371,0.71108,0.50822,0.94126,0.96514,0.99672,0.9933,0.87942,0.68014,0.424,0.91494,0.000660045,0.000660045,0.000660045
43,128.202,0.69488,0.51439,0.93753,0.9821,0.99672,0.99331,0.86751,0.75563,0.41451,0.92924,0.000649046,0.000649046,0.000649046
44,131.053,0.66447,0.50593,0.93694,0.96158,0.99672,0.99351,0.87003,0.70491,0.41409,0.92007,0.000638047,0.000638047,0.000638047
45,133.887,0.66072,0.49094,0.94184,0.97014,0.99672,0.99373,0.88124,0.68481,0.40884,0.9127,0.000627048,0.000627048,0.000627048
46,136.756,0.68129,0.49502,0.95964,0.98926,0.99672,0.99336,0.87871,0.68185,0.38725,0.91321,0.000616049,0.000616049,0.000616049
47,139.587,0.65479,0.48235,0.94472,0.98582,0.99672,0.99336,0.8683,0.69693,0.41362,0.94021,0.000605051,0.000605051,0.000605051
48,142.45,0.66869,0.47808,0.92397,0.97678,0.99672,0.99336,0.87868,0.68576,0.42539,0.91709,0.000594052,0.000594052,0.000594052
49,145.406,0.65855,0.46888,0.9382,0.99129,0.99672,0.99345,0.87351,0.66945,0.38347,0.91104,0.000583053,0.000583053,0.000583053
50,148.261,0.64748,0.46632,0.92014,0.9746,0.99672,0.99346,0.87969,0.66384,0.41377,0.91139,0.000572054,0.000572054,0.000572054
51,151.183,0.62362,0.44712,0.91736,0.9811,0.99672,0.99359,0.88719,0.67879,0.40198,0.91229,0.000561055,0.000561055,0.000561055
52,154.035,0.64793,0.47171,0.93748,0.97987,0.99672,0.99343,0.88567,0.6785,0.40817,0.90874,0.000550056,0.000550056,0.000550056
53,156.852,0.63029,0.46064,0.93263,0.99076,0.99672,0.99362,0.87949,0.68417,0.4129,0.92906,0.000539057,0.000539057,0.000539057
54,159.716,0.64292,0.46467,0.91862,0.95363,0.99672,0.9936,0.87122,0.71697,0.4186,0.91512,0.000528058,0.000528058,0.000528058
55,162.549,0.62409,0.46591,0.92435,0.97606,0.99672,0.99382,0.87054,0.7427,0.42187,0.95462,0.000517059,0.000517059,0.000517059
56,165.409,0.6418,0.46496,0.9318,0.98197,0.99672,0.99365,0.88709,0.65723,0.40281,0.9015,0.00050606,0.00050606,0.00050606
57,168.23,0.62169,0.43866,0.92029,0.98899,0.99672,0.99384,0.88593,0.65486,0.39745,0.89582,0.000495062,0.000495062,0.000495062
58,171.241,0.64,0.45313,0.92279,0.97381,0.99672,0.99365,0.89802,0.65396,0.39595,0.897,0.000484063,0.000484063,0.000484063
59,174.096,0.6221,0.43847,0.93117,0.97758,0.99432,0.99364,0.88653,0.6669,0.38232,0.89288,0.000473064,0.000473064,0.000473064
60,176.946,0.61257,0.42342,0.91608,0.983,0.98069,0.99364,0.86912,0.72353,0.43224,0.91449,0.000462065,0.000462065,0.000462065
61,180.02,0.6066,0.4335,0.91973,0.98726,0.99537,0.99367,0.87108,0.66598,0.38968,0.89703,0.000451066,0.000451066,0.000451066
62,182.887,0.61521,0.42904,0.93594,0.97921,0.99277,0.99378,0.8806,0.65187,0.38578,0.89251,0.000440067,0.000440067,0.000440067
63,185.708,0.58615,0.41688,0.91084,0.98993,0.99672,0.99374,0.88001,0.67043,0.39838,0.89324,0.000429068,0.000429068,0.000429068
64,188.585,0.60375,0.43184,0.92953,0.98796,0.99412,0.99365,0.89657,0.63608,0.36894,0.89157,0.000418069,0.000418069,0.000418069
65,191.414,0.58662,0.41188,0.93105,0.98258,0.99537,0.99368,0.89865,0.63681,0.37006,0.89465,0.00040707,0.00040707,0.00040707
66,194.304,0.57953,0.40424,0.90995,0.98924,0.99672,0.99373,0.89304,0.64815,0.36233,0.89701,0.000396071,0.000396071,0.000396071
67,197.261,0.60813,0.40847,0.92301,0.99103,0.99672,0.99387,0.88665,0.63583,0.35399,0.89302,0.000385073,0.000385073,0.000385073
68,200.116,0.58052,0.39561,0.91194,0.9928,0.99672,0.99381,0.88702,0.64162,0.35363,0.88574,0.000374074,0.000374074,0.000374074
69,202.96,0.59224,0.40189,0.90519,0.98965,0.99672,0.99386,0.89471,0.65162,0.36571,0.88921,0.000363075,0.000363075,0.000363075
70,205.813,0.57096,0.38797,0.90625,0.986,0.99672,0.99376,0.89762,0.61653,0.35548,0.88316,0.000352076,0.000352076,0.000352076
71,208.632,0.60143,0.42196,0.91783,0.99121,0.99672,0.99366,0.89203,0.66724,0.36666,0.88506,0.000341077,0.000341077,0.000341077
72,211.502,0.5844,0.39865,0.90956,0.99128,0.99672,0.99364,0.89634,0.6488,0.35123,0.88864,0.000330078,0.000330078,0.000330078
73,214.322,0.56147,0.38927,0.91511,0.99144,0.99672,0.99362,0.88451,0.68698,0.33833,0.89461,0.000319079,0.000319079,0.000319079
74,217.195,0.59144,0.38127,0.92132,0.98746,0.99672,0.9936,0.90334,0.61252,0.33644,0.87632,0.00030808,0.00030808,0.00030808
75,220.017,0.57905,0.39197,0.91145,0.98828,0.99672,0.99365,0.88877,0.65125,0.34723,0.88114,0.000297081,0.000297081,0.000297081
76,223.231,0.57061,0.38808,0.91755,0.98841,0.99672,0.99382,0.89586,0.63503,0.34101,0.87961,0.000286083,0.000286083,0.000286083
77,226.049,0.61204,0.3896,0.91119,0.98387,0.99672,0.99378,0.88868,0.63916,0.35159,0.88022,0.000275084,0.000275084,0.000275084
78,228.986,0.5508,0.38706,0.9035,0.98715,0.99672,0.99379,0.90138,0.62127,0.35181,0.87993,0.000264085,0.000264085,0.000264085
79,231.822,0.56692,0.36868,0.91072,0.99003,0.99672,0.99374,0.9011,0.61333,0.33233,0.88146,0.000253086,0.000253086,0.000253086
80,234.686,0.55185,0.37338,0.89708,0.98367,0.98731,0.99372,0.90613,0.58767,0.34305,0.87598,0.000242087,0.000242087,0.000242087
81,237.522,0.55835,0.37681,0.90586,0.99047,0.99672,0.9938,0.9021,0.61304,0.32861,0.87579,0.000231088,0.000231088,0.000231088
82,240.383,0.53951,0.3622,0.88997,0.98367,0.97319,0.9937,0.88638,0.67375,0.35872,0.89505,0.000220089,0.000220089,0.000220089
83,243.217,0.55115,0.3602,0.90942,0.97679,0.98437,0.99364,0.89557,0.64475,0.34215,0.88404,0.00020909,0.00020909,0.00020909
84,246.074,0.53198,0.3543,0.89779,0.99084,0.99672,0.99369,0.89042,0.62956,0.32753,0.87467,0.000198091,0.000198091,0.000198091
85,249.029,0.53419,0.35559,0.89507,0.98909,0.99564,0.99375,0.89232,0.63959,0.34049,0.87602,0.000187092,0.000187092,0.000187092
86,251.887,0.53688,0.35522,0.90684,0.98772,0.99595,0.9939,0.89592,0.63096,0.32539,0.87553,0.000176094,0.000176094,0.000176094
87,254.703,0.54507,0.36208,0.89983,0.99211,0.99672,0.99396,0.90327,0.58984,0.30907,0.86724,0.000165095,0.000165095,0.000165095
88,257.542,0.54529,0.35729,0.89951,0.99169,0.99672,0.99403,0.89703,0.619,0.32265,0.87,0.000154096,0.000154096,0.000154096
89,260.375,0.52751,0.35241,0.90608,0.98576,0.99394,0.99395,0.88128,0.66193,0.33812,0.87891,0.000143097,0.000143097,0.000143097
90,263.231,0.50513,0.33504,0.89636,0.98811,0.99518,0.9938,0.89615,0.62245,0.32399,0.87077,0.000132098,0.000132098,0.000132098
91,295.969,0.5466,0.3689,0.87786,0.99107,0.99672,0.99385,0.89879,0.63262,0.32972,0.8776,0.000121099,0.000121099,0.000121099
92,299.227,0.53927,0.34919,0.86472,0.98988,0.99672,0.99387,0.8968,0.64392,0.31946,0.87787,0.0001101,0.0001101,0.0001101
93,302.257,0.55019,0.35293,0.85879,0.98753,0.99594,0.99383,0.90045,0.60324,0.31592,0.87019,9.91012e-05,9.91012e-05,9.91012e-05
94,305.229,0.52815,0.34468,0.86372,0.98958,0.98608,0.99374,0.90384,0.61739,0.32531,0.88005,8.81023e-05,8.81023e-05,8.81023e-05
95,308.032,0.53684,0.33913,0.85426,0.98682,0.99474,0.99373,0.90047,0.61691,0.31767,0.87536,7.71034e-05,7.71034e-05,7.71034e-05
96,310.883,0.53325,0.33221,0.86311,0.99011,0.99672,0.9938,0.90715,0.59807,0.30632,0.86941,6.61045e-05,6.61045e-05,6.61045e-05
97,313.702,0.51856,0.33703,0.84483,0.98983,0.99621,0.99383,0.90534,0.61086,0.31663,0.87184,5.51056e-05,5.51056e-05,5.51056e-05
98,316.549,0.5087,0.33084,0.84938,0.99036,0.99616,0.99385,0.90454,0.61024,0.31282,0.87102,4.41067e-05,4.41067e-05,4.41067e-05
99,319.374,0.52058,0.3319,0.86211,0.99051,0.99641,0.99386,0.90542,0.6128,0.31173,0.87057,3.31078e-05,3.31078e-05,3.31078e-05
100,322.218,0.52469,0.32275,0.85523,0.98953,0.99534,0.99388,0.90206,0.61511,0.31249,0.87171,2.21089e-05,2.21089e-05,2.21089e-05
